"Phishing URL","Target","URL_Size","NH","ND","NNC","IP","NL","L","JW","LCS","QG","H","status"
"conquistador.de","paypal.com","15","0","1","0","0","0.93333333333333","14","0.38888892531395","21","21","15","phish"
"vansshoessale.org","paypal.com","17","0","1","0","0","0.76470588235294","13","0.46470591425896","17","23","16","phish"
"209.160.41.126","paypal.com","14","0","3","11","1","0.92857142857143","13","0.39047619700432","22","22","14","phish"
"flardy.free.fr","paypal.com","14","0","2","0","0","0.85714285714286","12","0.47857141494751","18","22","13","phish"
"indigohouse.com.au","paypal.com","18","0","2","0","0","0.77777777777778","14","0.45740738511086","20","20","18","phish"
"osadazamkowa.pl","apple.com","15","0","1","0","0","0.86666666666667","13","0.40000000596046","18","20","15","phish"
"chollogafa.es","paypal.com","13","0","1","0","0","0.92307692307692","12","0.40256413817406","17","21","13","phish"
"x.co","aol.com","4","0","1","0","0","0.57142857142857","4","0.61507940292358","5","5","7","phish"
"evinco.it","yahoo.com","9","0","1","0","0","0.88888888888889","8","0.44444444775581","14","12","9","phish"
"ranchovillareal.com","microsoft.com","19","0","1","0","0","0.68421052631579","13","0.63714575767517","20","24","19","phish"
"younowvideos.com","aol.com","16","0","1","0","0","0.6875","11","0.47023808956146","13","15","15","phish"
"gpdentalkrny.com","aol.com","16","0","1","0","0","0.6875","11","0.47023808956146","11","15","16","phish"
"ow.ly","aol.com","5","0","1","0","0","0.71428571428571","5","0.56507939100266","8","10","7","phish"
"buytvdirect.com","aol.com","15","0","1","0","0","0.73333333333333","11","0.40317460894585","14","14","15","phish"
"gzxwzx.com","paypal.com","10","0","1","0","0","0.6","6","0.59999996423721","12","12","6","phish"
"biz.picpong.co.il","wellsfargo.com","17","0","3","0","0","0.82352941176471","14","0.4170868396759","23","23","17","phish"
"greatexplorerssafaris.com","ebay.com","25","0","1","0","0","0.76","19","0.49833333492279","21","25","25","phish"
"secure-money-service.com","ebay.com","24","2","1","0","0","0.75","18","0.54444444179535","20","24","23","phish"
"auto-care.co.za","ebay.com","15","1","2","0","0","0.73333333333333","11","0.50555557012558","15","17","14","phish"
"ladybirdbakes.co.uk","irs.gov","19","0","2","0","0","0.73684210526316","14","0.46365913748741","16","20","19","phish"
"adcontact.co.uk","ebay.com","15","0","2","0","0","0.73333333333333","11","0.50555557012558","15","17","15","phish"
"documentshares-google.comappsverify.rhcloud.com","google.com","47","1","3","0","0","0.78723404255319","37","0.57092195749283","37","37","45","phish"
"sexyzebras.com","capitecbank.co.za","14","0","1","0","0","0.70588235294118","12","0.48272642493248","19","25","15","phish"
"tsb.co.uk-official.net","tsb.co.uk","22","1","3","0","0","0.59090909090909","13","0.8836088180542","13","13","13","phish"
"harveymackayjobsearchsecrets.com","santander.co.uk","32","0","1","0","0","0.8125","26","0.46944442391396","33","41","31","phish"
"h-t.it","capitecbank.co.za","6","1","1","0","0","0.88235294117647","15","0.31699347496033","19","19","17","phish"
"shawisraelizikson.info","paypal.com","22","0","1","0","0","0.81818181818182","18","0.52727276086807","22","30","22","phish"
"hostbristol.customerdev.co.uk","capitecbank.co.za","29","0","3","0","0","0.75862068965517","22","0.46510407328606","32","38","27","phish"
"vanin.pro","paypal.com","9","0","1","0","0","0.8","8","0.53148150444031","13","17","8","phish"
"66.7.192.164","google.com","12","0","3","9","1","0.91666666666667","11","0.39444446563721","20","20","12","phish"
"zennaturalremedies.com","google.com","22","0","1","0","0","0.72727272727273","16","0.36767676472664","20","24","22","phish"
"92.223.191.8","paypal.com","12","0","3","9","1","0.91666666666667","11","0.39444446563721","20","20","11","phish"
"custercountyfairconcert.com","paypal.com","27","0","1","0","0","0.77777777777778","21","0.34938272833824","25","29","27","phish"
"churchandmission.org","google.com","20","0","1","0","0","0.95","19","0.37222221493721","24","28","19","phish"
"brilliancenewyork.com","paypal.com","21","0","1","0","0","0.71428571428571","15","0.44682541489601","19","23","21","phish"
"paypal.com.cumslabescsanatos.ro","paypal.com","31","0","3","0","0","0.67741935483871","21","0.84703433513641","21","21","21","phish"
"ipaypaal.net","paypal.com","12","0","1","0","0","0.41666666666667","5","0.76111108064651","8","8","12","phish"
"ipaypaal.com","paypal.com","12","0","1","0","0","0.16666666666667","2","0.94444441795349","2","2","12","phish"
"bibleministriesnetwork.com","paypal.com","26","0","1","0","0","0.84615384615385","22","0.36068376898766","26","28","26","phish"
"paypaal.it","paypal.com","10","0","1","0","0","0.4","4","0.89999997615814","6","6","5","phish"
"located-devices.com","apple.com","19","1","1","0","0","0.68421052631579","13","0.47290453314781","16","20","19","phish"
"miss-understood.net","google.com","19","1","1","0","0","0.89473684210526","17","0.43508771061897","23","25","19","phish"
"inviteface.com","facebook.com","14","0","1","0","0","0.64285714285714","9","0.62103176116943","10","12","14","phish"
"akademiabambino.pl","wellsfargo.com","18","0","1","0","0","0.83333333333333","15","0.4116402566433","24","28","18","phish"
"moldseal.us","asb.co.nz","11","0","1","0","0","0.90909090909091","10","0.42424240708351","16","18","11","phish"
"teccenter.co.uk","ebay.com","15","0","2","0","0","0.73333333333333","11","0.50555557012558","15","17","15","phish"
"emobile.com.br","paypal.com","14","0","2","0","0","0.64285714285714","9","0.48571428656578","14","16","13","phish"
"sh195266.website.pl","paypal.com","19","0","2","6","0","0.94736842105263","18","0.38421049714088","25","27","19","phish"
"update.your.information.now.with.securiyu.team.spaziostudio.in","paypal.com","62","0","8","0","0","0.88709677419355","55","0.51801079511642","58","68","60","phish"
"sh195223.website.pl","paypal.com","19","0","2","6","0","0.94736842105263","18","0.38421049714088","25","27","19","phish"
"demo.ovh.eu","paypal.com","11","0","2","0","0","1","11","0.46060606837273","17","19","11","phish"
"tahtakopru.com","ebay.com","14","0","1","0","0","0.64285714285714","9","0.59404760599136","12","14","13","phish"
"viptastw.com","ebay.com","12","0","1","0","0","0.58333333333333","7","0.68055552244186","10","12","12","phish"
"bit.ly","ebay.com","6","0","1","0","0","0.75","6","0.51388889551163","10","12","8","phish"
"goldfruit.com.br","bradesco.com.br","16","0","2","0","0","0.5","8","0.6972222328186","15","17","15","phish"
"support-mailweb.info","apple.com","20","1","1","0","0","0.75","15","0.56640213727951","17","25","18","phish"
"sh195086.website.pl","paypal.com","19","0","2","6","0","0.94736842105263","18","0.38421049714088","25","27","19","phish"
"fotovilag.media.hu","paypal.com","18","0","2","0","0","0.88888888888889","16","0.52592593431473","22","26","18","phish"
"historicalpublications.co.uk","bankofamerica.com","28","0","2","0","0","0.71428571428571","20","0.51512604951859","29","33","27","phish"
"lunamarendi.com","paypal.com","15","0","1","0","0","0.66666666666667","10","0.57936507463455","13","17","15","phish"
"212.92.23.168","paypal.com","13","0","3","10","1","0.92307692307692","12","0.39230766892433","21","21","12","phish"
"paypoltdc.pe.hu","paypal.com","15","0","2","0","0","0.6","9","0.80648154020309","13","17","10","phish"
"3designcenter.com","paypal.com","17","0","1","1","0","0.76470588235294","13","0.46176472306252","19","19","16","phish"
"eingaben-kontenhinweis.de","paypal.com","25","1","1","0","0","0.92","23","0.42666664719582","31","33","24","phish"
"hillarysmc.com","paypal.com","14","0","1","0","0","0.57142857142857","8","0.59047621488571","12","16","13","phish"
"dinarolacerta.com","paypal.com","17","0","1","0","0","0.64705882352941","11","0.65630251169205","15","19","17","phish"
"couturealuminium.com","paypal.com","20","0","1","0","0","0.7","14","0.45000001788139","18","20","20","phish"
"filesonthe.net","ebay.com","14","0","1","0","0","0.85714285714286","12","0.41865077614784","18","20","14","phish"
"childcarefirst21years.co.za","paypal.com","27","0","2","2","0","0.77777777777778","21","0.35925927758217","25","31","27","phish"
"businesswork.world","paypal.com","18","0","1","0","0","0.88888888888889","16","0.27037036418915","24","26","18","phish"
"weaponedgeindia.com","paypal.com","19","0","1","0","0","0.73684210526316","14","0.37485381960869","15","21","18","phish"
"fratemobile.net","paypal.com","15","0","1","0","0","0.8","12","0.47777780890465","19","23","15","phish"
"blizzard.com-wow-eus-zh.com","battle.net","27","3","2","0","0","0.85185185185185","23","0.42839506268501","29","35","26","phish"
"rsagambolo.it","ebay.com","13","0","1","0","0","0.84615384615385","11","0.43589743971825","17","19","12","phish"
"gz-psycholoog.info","westernunion.com","18","1","1","0","0","0.88888888888889","16","0.51355820894241","26","32","17","phish"
"acclosingoffice.com","paypal.com","19","0","1","0","0","0.78947368421053","15","0.45350876450539","17","21","19","phish"
"ringtelbd.com","vodafone.com","13","0","1","0","0","0.69230769230769","9","0.65384614467621","13","17","13","phish"
"message-recover.zz.mu","facebook.com","21","1","2","0","0","0.76190476190476","16","0.5396825671196","23","29","21","phish"
"sh195232.website.pl","swedbank.se","19","0","2","6","0","0.78947368421053","15","0.57302349805832","18","26","16","phish"
"78.129.148.101","ebay.com","14","0","3","11","1","0.92857142857143","13","0.39880952239037","20","20","14","phish"
"die-lichtbildwerkstatt.com","paypal.com","26","1","1","0","0","0.80769230769231","21","0.42564103007317","26","28","26","phish"
"art-insight.com.ua","paypal.com","18","1","2","0","0","0.77777777777778","14","0.59259259700775","18","20","18","phish"
"odaminsankaynaklari.com","ebay.com","23","0","1","0","0","0.73913043478261","17","0.39130434393883","19","21","22","phish"
"totallyfreeshopping.com","hotmail.com","23","0","1","0","0","0.69565217391304","16","0.49064555764198","18","22","21","phish"
"classe-de-bilhetes.pe.hu","mastercard.com","24","2","2","0","0","0.83333333333333","20","0.44841274619102","28","32","24","phish"
"blogue.vincentfournier.ca","paypal.com","25","0","2","0","0","0.88","22","0.43666663765907","27","31","24","phish"
"inover.com.tr","vodafone.com","13","0","2","0","0","0.76923076923077","10","0.63568377494812","13","17","13","phish"
"itvisionsinc.com","paypal.com","16","0","1","0","0","0.75","12","0.46666666865349","18","18","16","phish"
"paypal.com-Confirmations.com","paypal.com","28","1","2","0","0","0.64285714285714","18","0.86224490404129","18","18","18","phish"
"newengdsm.org","paypal.com","13","0","1","0","0","0.92307692307692","12","0.39914527535439","19","21","13","phish"
"fastupdateservices.wap-ka.com","irs.gov","29","1","2","0","0","0.86206896551724","25","0.39956212043762","28","32","28","phish"
"heartstrongyoga.com","paypal.com","19","0","1","0","0","0.68421052631579","13","0.43508771061897","15","21","18","phish"
"bitly.com","itau.com","9","0","1","0","0","0.33333333333333","3","0.80555558204651","5","7","9","phish"
"paypal.com-id9912415-conto-clienti.verifica.servicesbahrain.com","paypal.com","63","3","4","7","0","0.84126984126984","53","0.7640882730484","53","53","53","phish"
"s1029025.crystone.net","paypal.com","21","0","2","7","0","0.85714285714286","18","0.44682541489601","25","27","21","phish"
"dekanstudio.hu","paypal.com","14","0","1","0","0","0.85714285714286","12","0.3936507999897","20","22","14","phish"
"rustictradesfurniture.com","aol.com","25","0","1","0","0","0.8","20","0.28857144713402","22","24","25","phish"
"rustictradesfurniture.com","live.com","25","0","1","0","0","0.76","19","0.3872222006321","21","23","24","phish"
"rustictradesfurniture.com","google.com","25","0","1","0","0","0.8","20","0.25999999046326","25","25","25","phish"
"rustictradesfurniture.com","yahoo.com","25","0","1","0","0","0.8","20","0.26740741729736","24","26","25","phish"
"huxuling.com","paypal.com","12","0","1","0","0","0.66666666666667","8","0.63888889551163","12","14","12","phish"
"menderesaydin.com.tr","paypal.com","20","0","2","0","0","0.7","14","0.46666669845581","18","20","20","phish"
"188.212.103.155","paypal.com","15","0","3","12","1","0.93333333333333","14","0.3888888657093","23","23","15","phish"
"the-eawards.com","paypal.com","15","1","1","0","0","0.66666666666667","10","0.66666668653488","13","17","15","phish"
"matbig.com","paypal.com","10","0","1","0","0","0.5","5","0.66666668653488","10","12","5","phish"
"195.88.16.142","paypal.com","13","0","3","10","1","0.92307692307692","12","0.39230766892433","21","21","12","phish"
"outlokapp.ezweb123.com","microsoft.com","22","0","2","3","0","0.77272727272727","17","0.57126206159592","23","27","20","phish"
"4funmaster.16mb.com","mastercard.com","19","0","2","3","0","0.47368421052632","9","0.71353387832642","13","15","17","phish"
"ugnug.org","paypal.com","9","0","1","0","0","0.9","9","0.47407409548759","15","17","10","phish"
"demetergumus.com","google.com","16","0","1","0","0","0.6875","11","0.49166667461395","16","18","14","phish"
"assetcliche.com","paypal.com","15","0","1","0","0","0.66666666666667","10","0.61111110448837","13","17","15","phish"
"j.mp","mastercard.com","4","0","1","0","0","0.92857142857143","13","0.44047617912292","14","16","14","phish"
"karya-media.com","ebay.com","15","1","1","0","0","0.66666666666667","10","0.52500003576279","11","15","14","phish"
"ars.quioc-informatique.fr","anz.com","25","1","2","0","0","0.8","20","0.64349204301834","22","30","23","phish"
"wholesale-star.com","google.com","18","1","1","0","0","0.61111111111111","11","0.69629627466202","14","18","17","phish"
"cocomangas.com","microsoft.com","14","0","1","0","0","0.64285714285714","9","0.70431423187256","13","19","13","phish"
"abitmoore.com","google.com","13","0","1","0","0","0.53846153846154","7","0.60329669713974","9","11","13","phish"
"zyqy.com","paypal.com","8","0","1","0","0","0.5","5","0.70833331346512","8","10","10","phish"
"thelatesttestament.com","aol.com","22","0","1","0","0","0.77272727272727","17","0.4105339050293","19","21","22","phish"
"vip-manager.com","google.com","15","1","1","0","0","0.66666666666667","10","0.5","13","17","15","phish"
"billcraingospelministries.com","paypal.com","29","0","1","0","0","0.75862068965517","22","0.49118772149086","25","31","29","phish"
"toprealitycv.cz","paypal.com","15","0","1","0","0","0.8","12","0.54444450139999","15","19","15","phish"
"icloud-lost.tk","apple.com","14","1","1","0","0","0.92857142857143","13","0.41005292534828","19","21","14","phish"
"triatlocv.org","apple.com","13","0","1","0","0","0.84615384615385","11","0.5800569653511","14","20","13","phish"
"lionsleaguebaseball.com","ebay.com","23","0","1","0","0","0.69565217391304","16","0.47463765740395","17","19","23","phish"
"theabundancecourse.net","yahoo.com","22","0","1","0","0","0.86363636363636","19","0.37542089819908","25","27","22","phish"
"paypal.com-kudensupport.net","paypal.com","27","1","2","0","0","0.62962962962963","17","0.86785554885864","17","17","17","phish"
"theabundancecourse.net","aol.com","22","0","1","0","0","0.86363636363636","19","0.52164500951767","23","25","22","phish"
"pizzahouse.lv","paypal.com","13","0","1","0","0","0.84615384615385","11","0.48589745163918","17","21","11","phish"
"kin-tem.com","paypal.com","11","1","1","0","0","0.63636363636364","7","0.42121210694313","13","13","11","phish"
"itmailconfirmationportal.weebly.com","microsoft.com","35","0","2","0","0","0.68571428571429","24","0.59893441200256","26","40","34","phish"
"facultytystaffaccount.jigsy.com","microsoft.com","31","0","2","0","0","0.74193548387097","23","0.44523224234581","28","34","30","phish"
"web-46.blueweb.co.kr","paypal.com","20","1","3","2","0","0.8","16","0.45000001788139","22","24","19","phish"
"recartrg.com.my","dropbox.com","15","0","2","0","0","0.73333333333333","11","0.52929294109344","16","18","15","phish"
"sequinblazer.org","paypal.com","16","0","1","0","0","0.875","14","0.46666666865349","20","24","16","phish"
"thefig.com.au","paypal.com","13","0","2","0","0","0.69230769230769","9","0.56923079490662","15","15","9","phish"
"bronzetto.ro","aol.com","12","0","1","0","0","0.83333333333333","10","0.48412695527077","13","17","12","phish"
"trisna-tidung.com","aol.com","17","1","1","0","0","0.70588235294118","12","0.40056023001671","14","16","17","phish"
"holtswatches.com","paypal.com","16","0","1","0","0","0.6875","11","0.60277777910233","16","18","16","phish"
"centrsnab.ru","paypal.com","12","0","1","0","0","0.91666666666667","11","0.45555555820465","18","20","12","phish"
"electrobotnepal.com","aol.com","19","0","1","0","0","0.68421052631579","13","0.51065164804459","14","16","19","phish"
"youthhealthmela.in","barclays.co.uk","18","0","1","0","0","0.88888888888889","16","0.41931214928627","24","28","18","phish"
"trisna-tidung.com","yahoo.com","17","1","1","0","0","0.70588235294118","12","0.38997820019722","16","18","17","phish"
"tehpromsnab-yug.ru","aol.com","18","1","1","0","0","0.88888888888889","16","0.46560847759247","21","21","16","phish"
"s14061.vh.co.ru","aol.com","15","0","3","5","0","0.8","12","0.54285717010498","16","16","15","phish"
"tr.im","aol.com","5","0","1","0","0","0.71428571428571","5","0.56190472841263","8","10","7","phish"
"yourinbox.co.uk","ebay.com","15","0","2","0","0","0.73333333333333","11","0.51944446563721","15","17","15","phish"
"navigate-pages-source.zz.mu","facebook.com","27","2","2","0","0","0.81481481481481","22","0.49382719397545","29","35","26","phish"
"partaptextiles.com","microsoft.com","18","0","1","0","0","0.72222222222222","13","0.59483110904694","19","23","18","phish"
"apple.comteamcare.eu","apple.com","20","0","2","0","0","0.55","11","0.89916664361954","11","11","11","phish"
"languageexchange.ie","itau.com","19","0","1","0","0","0.89473684210526","17","0.51096493005753","21","25","19","phish"
"ice-blended.my","paypal.com","14","1","1","0","0","0.85714285714286","12","0.47857141494751","18","22","13","phish"
"greatergrace.org","dropbox.com","16","0","1","0","0","0.8125","13","0.45454546809196","21","25","15","phish"
"greatergrace.org","microsoft.com","16","0","1","0","0","0.875","14","0.49903845787048","21","27","15","phish"
"nuzips.com","paypal.com","10","0","1","0","0","0.6","6","0.66666668653488","10","12","6","phish"
"superblackdeofertas.com","walmart.com","23","0","1","0","0","0.69565217391304","16","0.49099692702293","18","24","22","phish"
"greatergrace.org","hotmail.com","16","0","1","0","0","0.8125","13","0.45568183064461","19","25","16","phish"
"cooperation-helps-verivication.zz.mu","facebook.com","36","2","2","0","0","0.86111111111111","31","0.44973549246788","36","42","36","phish"
"shshsyyy.esy.es","aol.com","15","0","2","0","0","0.93333333333333","14","0.40317460894585","20","20","15","phish"
"wp.amsicms.com","apple.com","14","0","2","0","0","0.64285714285714","9","0.53174602985382","13","15","12","phish"
"soyuz-media.tv","jpmorganchase.com","14","1","1","0","0","0.88235294117647","15","0.4170868396759","25","29","16","phish"
"khansports.net","facebook.com","14","0","1","0","0","0.78571428571429","11","0.48809525370598","20","24","13","phish"
"boxgoogle.comshare-viewasapdaily.rhcloud.com","google.com","44","1","3","0","0","0.77272727272727","34","0.609090924263","34","34","42","phish"
"masterbrasiltamviagens.com","mastercard.com","26","0","1","0","0","0.57692307692308","15","0.6895604133606","18","22","20","phish"
"1.aqa.rs","aol.com","8","0","2","1","0","0.875","7","0.34523808956146","11","13","8","phish"
"905099a00b53f5a7488aaad7e7ec2272adc3a966.google.comdrive.com","paypal.com","60","0","3","25","0","0.88333333333333","53","0.45000001788139","56","62","60","phish"
"my-smartphone.it","paypal.com","16","1","1","0","0","0.875","14","0.54722219705582","20","24","16","phish"
"sandbox1.zenthegroup.com","apple.com","24","0","2","1","0","0.75","18","0.45370373129845","21","25","24","phish"
"festzentrum.de","paypal.com","14","0","1","0","0","0.92857142857143","13","0.28095236420631","22","22","14","phish"
"bitly.com","jpmorganchase.com","9","0","1","0","0","0.76470588235294","13","0.39215686917305","18","18","17","phish"
"pictureitsoldfl.com","google.com","19","0","1","0","0","0.73684210526316","14","0.37017545104027","17","21","19","phish"
"video.dojospor.com","tesco.com","18","0","2","0","0","0.61111111111111","11","0.47777780890465","13","17","15","phish"
"id-xxcncvb-rvtrer.com","google.com","21","2","1","0","0","0.76190476190476","16","0.38253965973854","21","23","20","phish"
"176.67.168.135","apple.com","14","0","3","11","1","0.92857142857143","13","0.39417991042137","21","21","14","phish"
"izmiredakayaci.net","yahoo.com","18","0","1","0","0","0.88888888888889","16","0.38888892531395","21","23","18","phish"
"walmart.com-10-05-2015.vendasolinebr.com.br","walmart.com","43","3","4","8","0","0.74418604651163","32","0.81539577245712","32","32","32","phish"
"comprasolinelink.com.br","walmart.com","23","0","2","0","0","0.73913043478261","17","0.60836631059647","22","26","23","phish"
"185.51.214.141","paypal.com","14","0","3","11","1","0.92857142857143","13","0.39047619700432","22","22","13","phish"
"fotosvilag.hu","paypal.com","13","0","1","0","0","0.92307692307692","12","0.48589745163918","19","21","13","phish"
"elink.justfab.com","paypal.com","17","0","2","0","0","0.70588235294118","12","0.59542483091354","17","19","17","phish"
"rohsbelgesi.com","apple.com","15","0","1","0","0","0.6","9","0.57777780294418","12","16","15","phish"
"sd-uae.com","ebay.com","10","1","1","0","0","0.5","5","0.70833331346512","8","10","10","phish"
"faaceboikkss.com","facebook.com","16","0","1","0","0","0.3125","5","0.88454866409302","6","10","13","phish"
"facceeibuikszz.com","facebook.com","18","0","1","0","0","0.44444444444444","8","0.7746913433075","10","16","15","phish"
"faceeibbook.com","facebook.com","15","0","1","0","0","0.2","3","0.95111113786697","3","5","11","phish"
"jkvids.com","facebook.com","10","0","1","0","0","0.66666666666667","8","0.49444445967674","12","14","12","phish"
"facebokooks.com","facebook.com","15","0","1","0","0","0.2","3","0.92666667699814","3","5","9","phish"
"fbomgs.com","facebook.com","10","0","1","0","0","0.5","6","0.66587299108505","8","12","11","phish"
"fbjks.com","facebook.com","9","0","1","0","0","0.5","6","0.69179898500443","7","13","11","phish"
"vidsfry.com","facebook.com","11","0","1","0","0","0.66666666666667","8","0.5570707321167","13","15","12","phish"
"faceizibooksz.com","facebook.com","17","0","1","0","0","0.29411764705882","5","0.925028860569","5","9","13","phish"
"hootsuiteauth.16mb.com","twitter.com","22","0","2","2","0","0.63636363636364","14","0.61363637447357","17","21","21","phish"
"202.137.171.151","paypal.com","15","0","3","12","1","0.93333333333333","14","0.3888888657093","23","23","15","phish"
"wllsfago.com","online.hmrc.gov.uk","12","0","1","0","0","0.83333333333333","15","0.51455026865005","22","26","17","phish"
"sukienfacebook.comapp.com","facebook.com","25","0","2","0","0","0.52","13","0.74333333969116","13","13","25","phish"
"pontoviagemitau.comcard.com","itau.com","27","0","2","0","0","0.7037037037037","19","0.64043211936951","19","19","27","phish"
"reeisa.com.mx","ebay.com","13","0","2","0","0","0.61538461538462","8","0.73717945814133","9","13","13","phish"
"hangsat.com.br","aol.com","14","0","2","0","0","0.64285714285714","9","0.69047617912292","11","13","14","phish"
"espras.org","paypal.com","10","0","1","0","0","0.8","8","0.59999996423721","12","18","8","phish"
"mintkitchen.in","aol.com","14","0","1","0","0","0.92857142857143","13","0.30952382087708","19","19","14","phish"
"bwdapparel.co.uk","aol.com","16","0","2","0","0","0.6875","11","0.6755952835083","13","15","16","phish"
"doganlarins.com","aol.com","15","0","1","0","0","0.6","9","0.43174603581429","10","14","14","phish"
"novoks.com","google.com","10","0","1","0","0","0.5","5","0.73333334922791","8","12","5","phish"
"jacquelineabboud.com","aol.com","20","0","1","0","0","0.7","14","0.50714284181595","15","19","20","phish"
"unionporordes.com","aol.com","17","0","1","0","0","0.70588235294118","12","0.46778711676598","14","16","17","phish"
"skskii.esy.es","aol.com","13","0","2","0","0","0.92307692307692","12","0.40659341216087","18","18","13","phish"
"ukni.ru","paypal.com","7","0","1","0","0","0.9","9","0.41428574919701","15","15","10","phish"
"d9876.i27.cdsoft-irl.net","jpmorganchase.com","24","1","3","6","0","0.91666666666667","22","0.43415033817291","33","37","24","phish"
"equipamientototal.cl","aol.com","20","0","1","0","0","0.8","16","0.41507935523987","17","21","19","phish"
"cftsys.com","yahoo.com","10","0","1","0","0","0.6","6","0.61851853132248","9","11","10","phish"
"radhakrishnaplywood.com","allegro.pl","23","0","1","0","0","0.82608695652174","19","0.43913045525551","25","29","23","phish"
"youthoutreachnetwork.org","paypal.com","24","0","1","0","0","0.91666666666667","22","0.35555553436279","26","32","24","phish"
"energetska-izkaznica.dreamhosters.com","Amazon.com","37","1","2","0","0","0.81081081081081","30","0.47627630829811","33","37","37","phish"
"deltaepsilonfoundation.org","paypal.com","26","0","1","0","0","0.84615384615385","22","0.43461537361145","26","34","25","phish"
"br-celular.twomini.com","bradesco.com.br","22","1","2","0","0","0.68181818181818","15","0.67070704698563","21","27","19","phish"
"br-cliente-2015.boxy.us","bradesco.com.br","23","2","2","4","0","0.73913043478261","17","0.50205314159393","26","32","21","phish"
"fotogirl.ca","bradesco.com.br","11","0","1","0","0","0.86666666666667","13","0.37676766514778","20","22","13","phish"
"antreya.com","ebay.com","11","0","1","0","0","0.54545454545455","6","0.78950214385986","7","11","11","phish"
"craigsslist.us","craigslist.org","14","0","1","0","0","0.28571428571429","4","0.90105134248734","6","6","8","phish"
"primeraquilpue.cl","wellsfargo.com","17","0","1","0","0","0.88235294117647","15","0.53828197717667","23","27","16","phish"
"w2fcursos.com.br","google.com","16","0","2","1","0","0.75","12","0.53749996423721","16","18","16","phish"
"lovencolliet.net","online.hmrc.gov.uk","16","0","1","0","0","0.88888888888889","16","0.48148146271706","22","26","17","phish"
"etransfer-confirmation.net.tf","google.com","29","1","2","0","0","0.86206896551724","25","0.42413794994354","31","35","29","phish"
"officetie.com","paypal.com","13","0","1","0","0","0.69230769230769","9","0.48589745163918","15","15","13","phish"
"mangobaygrenada.com","apple.com","19","0","1","0","0","0.68421052631579","13","0.46832358837128","16","20","19","phish"
"hnng.moe","deutschebank.be","8","0","1","0","0","0.8","12","0.29444444179535","15","21","14","phish"
"google.comemail.wapka.mobi","google.com","26","0","3","0","0","0.61538461538462","16","0.87376725673676","16","16","16","phish"
"magiclove.co","hsbc.com","12","0","1","0","0","0.75","9","0.52777779102325","12","14","11","phish"
"spijkersenspijkers.nl","paypal.com","21","0","1","0","0","0.9047619047619","19","0.43174603581429","25","29","21","phish"
"mediapole-production.fr","natwest.com","23","1","1","0","0","0.82608695652174","19","0.49099692702293","26","32","23","phish"
"newmsg13-idc12.com","craigslist.org","18","1","1","4","0","0.83333333333333","15","0.478306889534","24","30","18","phish"
"aliciatheamazon.com","ingdirect.com","19","0","1","0","0","0.68421052631579","13","0.57384914159775","18","24","18","phish"
"doc2015zaza.com","google.com","15","0","1","4","0","0.66666666666667","10","0.54444450139999","15","17","14","phish"
"7minuteworkoutx7.com","paypal.com","20","0","1","2","0","0.8","16","0.26666668057442","22","22","19","phish"
"id-u88544421578.site44.com","paypal.com","26","1","2","13","0","0.84615384615385","22","0.3794871866703","28","28","26","phish"
"loading-change.site44.com","paypal.com","25","1","2","2","0","0.76","19","0.44666668772697","23","27","25","phish"
"toolmanperu.com","aol.com","15","0","1","0","0","0.6","9","0.61587303876877","10","12","14","phish"
"artemusgroupusa.com","yahoo.com","19","0","1","0","0","0.73684210526316","14","0.3859649002552","16","20","19","phish"
"tirfadegem.com","ebay.com","14","0","1","0","0","0.64285714285714","9","0.55952382087708","12","14","14","phish"
"ydysad.com","paypal.com","10","0","1","0","0","0.4","4","0.6777777671814","8","12","4","phish"
"users.verification.nextstep-eg.com","paypal.com","34","1","3","0","0","0.82352941176471","28","0.42254900932312","32","36","34","phish"
"davidrodriguezcreative.com","paypal.com","26","0","1","0","0","0.76923076923077","20","0.36068376898766","24","28","25","phish"
"pescando.cl","aol.com","11","0","1","0","0","0.81818181818182","9","0.45598849654198","10","14","11","phish"
"tmfmedia.co.uk","paypal.com","14","0","2","0","0","0.78571428571429","11","0.48571428656578","16","18","14","phish"
"jstreetgroup.com","ebay.com","16","0","1","0","0","0.6875","11","0.45833334326744","14","16","16","phish"
"inc.pay.pol.upda.te.center.secur.e.huesstudio.sg","paypal.com","48","0","9","0","0","0.83333333333333","40","0.54768520593643","42","48","48","phish"
"adiosdiabetes.info","paypal.com","18","0","1","0","0","0.88888888888889","16","0.45740738511086","20","26","18","phish"
"ytubipk.com","paypal.com","11","0","1","0","0","0.63636363636364","7","0.71515154838562","9","13","11","phish"
"loadingcname.site44.com","paypal.com","23","0","2","2","0","0.73913043478261","17","0.52525877952576","21","25","22","phish"
"webolics.com","paypal.com","12","0","1","0","0","0.66666666666667","8","0.5722222328186","12","14","12","phish"
"peypal.update.info.0112154581010101010101012401010101.craftyunicorn.com","paypal.com","71","0","5","34","0","0.87323943661972","62","0.51255869865417","63","65","65","phish"
"lookup.ceq.com.br","paypal.com","17","0","3","0","0","0.70588235294118","12","0.53986930847168","17","19","15","phish"
"verificacaoitau.com.net","itau.com","23","0","2","0","0","0.65217391304348","15","0.47463765740395","15","15","23","phish"
"p3plcpnl0300.prod.phx3.secureserver.net","paypal.com","39","0","4","6","0","0.87179487179487","34","0.52905982732773","39","47","38","phish"
